ImgName, ID, Pose, Exp, Illum
001/frontal/01.jpg, 0, 0, 0, 0
001/frontal/02.jpg, 0, 0, 0, 0
001/frontal/03.jpg, 0, 0, 0, 0
001/frontal/04.jpg, 0, 0, 0, 0
001/frontal/05.jpg, 0, 0, 0, 0
001/frontal/06.jpg, 0, 0, 0, 0
001/frontal/07.jpg, 0, 0, 0, 0
001/frontal/08.jpg, 0, 0, 0, 0
001/frontal/09.jpg, 0, 0, 0, 0
001/frontal/10.jpg, 0, 0, 0, 0
001/profile/01.jpg, 0, 0, 0, 0
001/profile/02.jpg, 0, 0, 0, 0
001/profile/03.jpg, 0, 0, 0, 0
001/profile/04.jpg, 0, 0, 0, 0
002/frontal/01.jpg, 0, 0, 0, 0
002/frontal/02.jpg, 0, 0, 0, 0
002/frontal/03.jpg, 0, 0, 0, 0
002/frontal/04.jpg, 0, 0, 0, 0
002/frontal/05.jpg, 0, 0, 0, 0
002/frontal/06.jpg, 0, 0, 0, 0
002/frontal/07.jpg, 0, 0, 0, 0
002/frontal/08.jpg, 0, 0, 0, 0
002/frontal/09.jpg, 0, 0, 0, 0
002/frontal/10.jpg, 0, 0, 0, 0
002/profile/01.jpg, 0, 0, 0, 0
002/profile/02.jpg, 0, 0, 0, 0
002/profile/03.jpg, 0, 0, 0, 0
002/profile/04.jpg, 0, 0, 0, 0
003/frontal/01.jpg, 0, 0, 0, 0
003/frontal/02.jpg, 0, 0, 0, 0
003/frontal/03.jpg, 0, 0, 0, 0
003/frontal/04.jpg, 0, 0, 0, 0
003/frontal/05.jpg, 0, 0, 0, 0
003/frontal/06.jpg, 0, 0, 0, 0
003/frontal/07.jpg, 0, 0, 0, 0
003/frontal/08.jpg, 0, 0, 0, 0
003/frontal/09.jpg, 0, 0, 0, 0
003/frontal/10.jpg, 0, 0, 0, 0
003/profile/01.jpg, 0, 0, 0, 0
003/profile/02.jpg, 0, 0, 0, 0
003/profile/03.jpg, 0, 0, 0, 0
003/profile/04.jpg, 0, 0, 0, 0
004/frontal/01.jpg, 0, 0, 0, 0
004/frontal/02.jpg, 0, 0, 0, 0
004/frontal/03.jpg, 0, 0, 0, 0
004/frontal/04.jpg, 0, 0, 0, 0
004/frontal/05.jpg, 0, 0, 0, 0
004/frontal/06.jpg, 0, 0, 0, 0
004/frontal/07.jpg, 0, 0, 0, 0
004/frontal/08.jpg, 0, 0, 0, 0
004/frontal/09.jpg, 0, 0, 0, 0
004/frontal/10.jpg, 0, 0, 0, 0
004/profile/01.jpg, 0, 0, 0, 0
004/profile/02.jpg, 0, 0, 0, 0
004/profile/03.jpg, 0, 0, 0, 0
004/profile/04.jpg, 0, 0, 0, 0
005/frontal/01.jpg, 0, 0, 0, 0
005/frontal/02.jpg, 0, 0, 0, 0
005/frontal/03.jpg, 0, 0, 0, 0
005/frontal/04.jpg, 0, 0, 0, 0
005/frontal/05.jpg, 0, 0, 0, 0
005/frontal/06.jpg, 0, 0, 0, 0
005/frontal/07.jpg, 0, 0, 0, 0
005/frontal/08.jpg, 0, 0, 0, 0
005/frontal/09.jpg, 0, 0, 0, 0
005/frontal/10.jpg, 0, 0, 0, 0
005/profile/01.jpg, 0, 0, 0, 0
005/profile/02.jpg, 0, 0, 0, 0
005/profile/03.jpg, 0, 0, 0, 0
005/profile/04.jpg, 0, 0, 0, 0
006/frontal/01.jpg, 0, 0, 0, 0
006/frontal/02.jpg, 0, 0, 0, 0
006/frontal/03.jpg, 0, 0, 0, 0
006/frontal/04.jpg, 0, 0, 0, 0
006/frontal/05.jpg, 0, 0, 0, 0
006/frontal/06.jpg, 0, 0, 0, 0
006/frontal/07.jpg, 0, 0, 0, 0
006/frontal/08.jpg, 0, 0, 0, 0
006/frontal/09.jpg, 0, 0, 0, 0
006/frontal/10.jpg, 0, 0, 0, 0
006/profile/01.jpg, 0, 0, 0, 0
006/profile/02.jpg, 0, 0, 0, 0
006/profile/03.jpg, 0, 0, 0, 0
006/profile/04.jpg, 0, 0, 0, 0
007/frontal/01.jpg, 0, 0, 0, 0
007/frontal/02.jpg, 0, 0, 0, 0
007/frontal/03.jpg, 0, 0, 0, 0
007/frontal/04.jpg, 0, 0, 0, 0
007/frontal/05.jpg, 0, 0, 0, 0
007/frontal/06.jpg, 0, 0, 0, 0
007/frontal/07.jpg, 0, 0, 0, 0
007/frontal/08.jpg, 0, 0, 0, 0
007/frontal/09.jpg, 0, 0, 0, 0
007/frontal/10.jpg, 0, 0, 0, 0
007/profile/01.jpg, 0, 0, 0, 0
007/profile/02.jpg, 0, 0, 0, 0
007/profile/03.jpg, 0, 0, 0, 0
007/profile/04.jpg, 0, 0, 0, 0
008/frontal/01.jpg, 0, 0, 0, 0
008/frontal/02.jpg, 0, 0, 0, 0
008/frontal/03.jpg, 0, 0, 0, 0
008/frontal/04.jpg, 0, 0, 0, 0
008/frontal/05.jpg, 0, 0, 0, 0
008/frontal/06.jpg, 0, 0, 0, 0
008/frontal/07.jpg, 0, 0, 0, 0
008/frontal/08.jpg, 0, 0, 0, 0
008/frontal/09.jpg, 0, 0, 0, 0
008/frontal/10.jpg, 0, 0, 0, 0
008/profile/01.jpg, 0, 0, 0, 0
008/profile/02.jpg, 0, 0, 0, 0
008/profile/03.jpg, 0, 0, 0, 0
008/profile/04.jpg, 0, 0, 0, 0
009/frontal/01.jpg, 0, 0, 0, 0
009/frontal/02.jpg, 0, 0, 0, 0
009/frontal/03.jpg, 0, 0, 0, 0
009/frontal/04.jpg, 0, 0, 0, 0
009/frontal/05.jpg, 0, 0, 0, 0
009/frontal/06.jpg, 0, 0, 0, 0
009/frontal/07.jpg, 0, 0, 0, 0
009/frontal/08.jpg, 0, 0, 0, 0
009/frontal/09.jpg, 0, 0, 0, 0
009/frontal/10.jpg, 0, 0, 0, 0
009/profile/01.jpg, 0, 0, 0, 0
009/profile/02.jpg, 0, 0, 0, 0
009/profile/03.jpg, 0, 0, 0, 0
009/profile/04.jpg, 0, 0, 0, 0
010/frontal/01.jpg, 0, 0, 0, 0
010/frontal/02.jpg, 0, 0, 0, 0
010/frontal/03.jpg, 0, 0, 0, 0
